step	train_score
0	0.6505833401321693
1	0.5793948678667176
2	0.5853422675702429
3	0.5822882999353588
4	0.5805457461973054
5	0.5820539606043523
6	0.5740860892604862
7	0.5725375712568619
8	0.5657467746210341
9	0.564093443313531
10	0.5544712063482151
11	0.5491738425092957
12	0.5464815167556212
13	0.5440579139093484
14	0.5446394314116656
15	0.5449681317738332
16	0.5448317265765709
17	0.5485069042790094
18	0.5470953476334625
19	0.5443303503343302
